Typ;Produkt;"B x H[mm]";"Preis[Pos]";"Qm[ges.]";Kunden Nr.;Druck RG;Produkt-ID;Monat;Days;;;;;;;;;;;;12/31/2021
AU*;"Einzelanlieferung per Kran-LKW
";;175;;12147;6/24/2021;12;2021/06;190.00;;;;;;;;;;;;
AU*;Satinato G 6 mm;3210 x 2250;1442.52;129.96;10945;6/28/2021;62329;2021/06;186.00;;;;;;;;;;;;
AU*;Floatglas 8 mm;2250 x 3210;1127;101.08;10945;6/28/2021;1008;2021/06;186.00;;;;;;;;;;;;
AU*;Optiwhite 8 mm;2550 x 3210;4137.6;196.56;12122;6/28/2021;1063;2021/06;186.00;;;;;;;;;;;;
AU*;Optiwhite 6 mm;2250 x 3210;2053.44;129.96;12122;6/28/2021;1062;2021/06;186.00;;;;;;;;;;;;
AU*;VSG 6 mm;2250 x 3210;219.48;14.44;11055;6/30/2021;6000;2021/06;184.00;;;;;;;;;;;;
AU*;VSG 8 mm;2250 x 3210;144.4;7.22;11055;6/30/2021;6001;2021/06;184.00;;;;;;;;;;;;
AU*;Kathedral kleingehämmert weiß 4 mm;1650 x 2160;74.76;10.68;11055;6/30/2021;4054;2021/06;184.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;1605 x 2250;48.75;10.83;11055;6/30/2021;1003;2021/06;184.00;;;;;;;;;;;;
AU*;Eisblumenglas weiß 4 mm;1524 x 2440;100.44;3.72;11055;6/30/2021;4101;2021/06;184.00;;;;;;;;;;;;
AU*;Lacobel 6 mm 9010;2250 x 3210;262.08;14.44;11055;6/30/2021;1006;2021/06;184.00;;;;;;;;;;;;
AU*;Floatglas 6 mm;2250 x 3210;60.65;7.22;11055;6/30/2021;1006;2021/06;184.00;;;;;;;;;;;;
AU*;Lacobel 6 mm 9003;2250 x 3210;198.55;7.22;11055;6/30/2021;1006;2021/06;184.00;;;;;;;;;;;;
AU*;VSG 6 mm (matte Folie);2250 x 3210;119.13;7.22;11055;6/30/2021;6056;2021/06;184.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;900 x 1605;488.4;86.4;10730;6/30/2021;1003;2021/06;184.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;800 x 1605;419.34;74.24;10730;6/30/2021;1003;2021/06;184.00;;;;;;;;;;;;
AU*;VSG 6 mm;1000 x 2000;825;60;10730;6/30/2021;6000;2021/06;184.00;;;;;;;;;;;;
AU*;Maschinenglas 3 mm;1800 x 2600;567.24;56.16;10730;6/30/2021;1003;2021/06;184.00;;;;;;;;;;;;
AU*;Floatglas 5 mm;1605 x 2250;361;36.1;10730;6/30/2021;1005;2021/06;184.00;;;;;;;;;;;;
AU*;Floatglas 6 mm;1605 x 2250;433.2;36.1;10730;6/30/2021;1006;2021/06;184.00;;;;;;;;;;;;
AU*;Satinato G 4 mm;1605 x 2250;436.8;36.1;10730;6/30/2021;62328;2021/06;184.00;;;;;;;;;;;;
AU*;Ornament 523 weiß 4 mm;1650 x 2160;160.2;17.8;10730;6/30/2021;4087;2021/06;184.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 5 mm";1605 x 2250;264.24;21.66;10730;6/30/2021;62303;2021/06;184.00;;;;;;;;;;;;
AU*;Ornament 504 weiß 4 mm;1650 x 2160;640.8;142.4;10938;6/30/2021;4083;2021/06;184.00;;;;;;;;;;;;
AU*;Kathedral kleingehämmert weiß 4 mm;1650 x 2160;726.4;142.4;10938;6/30/2021;4054;2021/06;184.00;;;;;;;;;;;;
AU*;Mastercarre weiß 4 mm;2000 x 3210;988.7;64.2;10938;6/30/2021;4102;2021/06;184.00;;;;;;;;;;;;
AU*;VSG 6 mm (matte Folie);2250 x 3210;457.02;21.66;10291;6/30/2021;6056;2021/06;184.00;;;;;;;;;;;;
AU*;Floatglas 6 mm;2250 x 3210;72.92;7.22;10291;6/30/2021;1006;2021/06;184.00;;;;;;;;;;;;
AU*;Floatglas 5 mm;2250 x 3210;60.65;7.22;10291;6/30/2021;1005;2021/06;184.00;;;;;;;;;;;;
AU*;Edelit doppelseitig weiß 4 mm;1650 x 2160;177.3;10.68;10291;6/30/2021;4041;2021/06;184.00;;;;;;;;;;;;
AU*;Altdeutsch K weiß 4 mm;1650 x 2160;69.42;3.56;10291;6/30/2021;4001;2021/06;184.00;;;;;;;;;;;;
AU*;Ornament 504 weiß 4 mm;1650 x 2160;74.76;10.68;10291;6/30/2021;4083;2021/06;184.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;600 x 1605;472.08;80.64;11514;6/30/2021;1003;2021/06;184.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;800 x 1605;449.4;76.8;11514;6/30/2021;1003;2021/06;184.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;1000 x 1605;565.2;96.6;11514;6/30/2021;1003;2021/06;184.00;;;;;;;;;;;;
AU*;Floatglas 8 mm;2250 x 3210;1061.34;101.08;10763;7/6/2021;1008;2021/07;178.00;;;;;;;;;;;;
AU*;Satinato G 8 mm;2250 x 3210;278.7;14.44;10763;7/6/2021;62330;2021/07;178.00;;;;;;;;;;;;
AU*;Floatglas 6 mm;2250 x 3210;1074.4;115.52;10763;7/6/2021;1006;2021/07;178.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 6 mm grau";2250 x 3210;1749.14;137.18;10126;7/12/2021;1446;2021/07;172.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 4 mm grau";2250 x 3210;118.77;7.22;10126;7/12/2021;1445;2021/07;172.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 6 mm";2250 x 3210;3059;274.36;12481;7/12/2021;1446;2021/07;172.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 4 mm";2250 x 3210;1894.86;209.38;12481;7/12/2021;1445;2021/07;172.00;;;;;;;;;;;;
AU*;LOW-E 4 mm;2250 x 3210;1536.36;202.16;10649;7/12/2021;1900;2021/07;172.00;;;;;;;;;;;;
AU*;Floatglas 6 mm - Deckblatt -;2250 x 3210;63.18;7.22;10649;7/12/2021;1006;2021/07;172.00;;;;;;;;;;;;
AU*;Floatglas 4 mm - AGC Qualität -;2250 x 3210;942.21;209.38;10290;7/12/2021;1004;2021/07;172.00;;;;;;;;;;;;
AU*;Floatglas 4 mm - AGC Qualität -;2550 x 3210;958.36;212.94;10290;7/12/2021;1004;2021/07;172.00;;;;;;;;;;;;
AU*;VSG 8 mm (matte Folie);2250 x 3210;3790.64;202.16;11325;7/12/2021;6057;2021/07;172.00;;;;;;;;;;;;
AU*;Floatglas 6 mm;2250 x 3210;1416.6;129.96;11514;7/12/2021;1006;2021/07;172.00;;;;;;;;;;;;
AU*;Kathedral kleingehämmert weiß 4 mm;1650 x 2160;861.6;142.4;11514;7/12/2021;4054;2021/07;172.00;;;;;;;;;;;;
AU*;Kathedral kleingehämmert weiß 4 mm;1650 x 2160;776;142.4;10949;7/12/2021;4054;2021/07;172.00;;;;;;;;;;;;
AU*;Dielectric Mirror 60/40 6 mm;2550 x 3210;8779.68;131.04;10152;7/14/2021;1406;2021/07;170.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 6 mm";3210 x 2550;9523.74;835.38;10152;7/14/2021;1446;2021/07;170.00;;;;;;;;;;;;
AU*;Floatglas 6 mm;2250 x 3210;1091.7;129.96;10945;7/14/2021;1006;2021/07;170.00;;;;;;;;;;;;
AU*;Floatglas 8 mm;2250 x 3210;1127;101.08;10945;7/14/2021;1008;2021/07;170.00;;;;;;;;;;;;
AU*;Optiwhite 8 mm;4500 x 3210;4272.12;130.05;12122;7/14/2021;1063;2021/07;170.00;;;;;;;;;;;;
AU*;Optiwhite 10 mm;4500 x 3210;4152.19;101.15;12122;7/14/2021;1064;2021/07;170.00;;;;;;;;;;;;
AU*;VSG 10 mm (0,76 mm Folie);3660 x 2440;3781.8;196.46;11325;7/19/2021;6022;2021/07;165.00;;;;;;;;;;;;
AU*;VSG 10 mm (0,76 mm Folie);3210 x 2550;1418.94;73.71;11325;7/19/2021;6022;2021/07;165.00;;;;;;;;;;;;
AU*;VSG 10,76 mm matte Folie;3210 x 2550;5185.62;221.13;11325;7/19/2021;62417;2021/07;165.00;;;;;;;;;;;;
AU*;VSG 8 mm (0,76 mm Folie) matte Folie;3210 x 2250;8692.88;404.32;11325;7/19/2021;62446;2021/07;165.00;;;;;;;;;;;;
AU*;VSG 6 mm;2250 x 3210;1754.46;129.96;11304;7/21/2021;6000;2021/07;163.00;;;;;;;;;;;;
AU*;VSG 8 mm;2250 x 3210;1417.26;93.86;11304;7/21/2021;6001;2021/07;163.00;;;;;;;;;;;;
AU*;LOW-E 4 mm;2250 x 3210;1405.04;202.16;11304;7/21/2021;1900;2021/07;163.00;;;;;;;;;;;;
AU*;Floatglas 6 mm - Deckblatt -;2250 x 3210;57.4;7.22;11304;7/21/2021;1006;2021/07;163.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;2250 x 3210;1182.72;202.16;11304;7/21/2021;1004;2021/07;163.00;;;;;;;;;;;;
AU*;Spiegel klar 3 mm New Generation;2250 x 3210;220.92;21.66;11503;7/23/2021;1403;2021/07;161.00;;;;;;;;;;;;
AU*;Spiegel klar 4 mm New Generation;2250 x 3210;931.4;72.2;11503;7/23/2021;1404;2021/07;161.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 5 mm";3210 x 2250;1675;144.4;10763;7/27/2021;62303;2021/07;157.00;;;;;;;;;;;;
AU*;Floatglas 8 mm;2250 x 3210;881.54;79.42;10763;7/27/2021;1008;2021/07;157.00;;;;;;;;;;;;
AU*;PPG Clarvista Starphire 8 mm;2250 x 3210;2931.32;101.08;10124;7/27/2021;62427;2021/07;157.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 4 mm";2250 x 3210;1853.1;209.38;10124;7/27/2021;1445;2021/07;157.00;;;;;;;;;;;;
AU*;VSG 6 mm;2250 x 3210;1270.72;115.52;10124;7/27/2021;6000;2021/07;157.00;;;;;;;;;;;;
AU*;VSG 8 mm;2250 x 3210;1201.46;93.86;10124;7/27/2021;6001;2021/07;157.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 6 mm";2550 x 3210;1740.46;139.23;10798;7/28/2021;1446;2021/07;156.00;;;;;;;;;;;;
AU*;Pelz weiß 4 mm;1650 x 1600;503.65;92.4;10798;7/28/2021;62264;2021/07;156.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;1605 x 2250;970.48;202.16;10798;7/28/2021;1003;2021/07;156.00;;;;;;;;;;;;
AU*;Mastercarre weiß 4 mm;1650 x 2000;600.6;33;10798;7/28/2021;4102;2021/07;156.00;;;;;;;;;;;;
AU*;Delta weiß 4 mm;1610 x 2130;514.5;34.3;10798;7/28/2021;4021;2021/07;156.00;;;;;;;;;;;;
AU*;VSG 6 mm (matte Folie);1605 x 2250;678.7;36.1;10798;7/28/2021;6056;2021/07;156.00;;;;;;;;;;;;
AU*;Robax 4mm;1100 x 1954;247.25;2.15;10798;7/28/2021;1753;2021/07;156.00;;;;;;;;;;;;
AU*;Reflexfrei 2 mm;1200 x 1605;164.1;19.3;10798;7/28/2021;1802;2021/07;156.00;;;;;;;;;;;;
AU*;Spiegel grau 4 mm;3210 x 2250;153.06;7.22;10792;7/30/2021;1424;2021/07;154.00;;;;;;;;;;;;
AU*;Floatglas 8 mm;3210 x 2250;294.56;28.88;11751;7/30/2021;1008;2021/07;154.00;;;;;;;;;;;;
AU*;Floatglas 10 mm;3210 x 2250;90.25;7.22;11751;7/30/2021;1010;2021/07;154.00;;;;;;;;;;;;
AU*;VSG 6 mm (matte Folie);3210 x 2250;150.46;7.22;11751;7/30/2021;6056;2021/07;154.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 6 mm";3210 x 2250;451.25;36.1;11751;7/30/2021;1446;2021/07;154.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 4 mm";2250 x 3210;63.9;7.22;10124;8/4/2021;1445;2021/08;149.00;;;;;;;;;;;;
AU*;Weißglas 2 mm;1600 x 1200;1825.12;168.96;12104;8/5/2021;1002;2021/08;148.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;1300 x 1605;579.6;175.56;12104;8/5/2021;1003;2021/08;148.00;;;;;;;;;;;;
AU*;Floatglas 2 mm mit Papier;1000 x 1605;1557;362.25;12104;8/5/2021;1002;2021/08;148.00;;;;;;;;;;;;
AU*;Floatglas 2 mm mit Papier;1200 x 1605;1867.5;434.25;12104;8/5/2021;1002;2021/08;148.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;600 x 1605;340.2;58.2;11514;8/5/2021;1003;2021/08;148.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 5 mm";2250 x 3210;1926.25;166.06;10763;8/5/2021;62303;2021/08;148.00;;;;;;;;;;;;
AU*;Floatglas 5 mm;2250 x 3210;140.79;21.66;12245;8/6/2021;1005;2021/08;147.00;;;;;;;;;;;;
AU*;Floatglas 6 mm;2250 x 3210;340.08;43.32;12245;8/6/2021;1006;2021/08;147.00;;;;;;;;;;;;
AU*;VSG 8 mm (0,76 mm Folie);2250 x 3210;788.4;43.32;12245;8/6/2021;6021;2021/08;147.00;;;;;;;;;;;;
AU*;Drahtglas weiß 7 mm;2040 x 3300;339.85;33.65;12245;8/6/2021;4023;2021/08;147.00;;;;;;;;;;;;
AU*;VSG 8 mm (0,76 mm Folie);2250 x 3210;3810.8;202.16;12147;8/9/2021;6021;2021/08;144.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;3210 x 2250;1225;202.16;10205;8/10/2021;1004;2021/08;143.00;;;;;;;;;;;;
AU*;VSG 8 mm (0,76 mm Folie);3210 x 2250;1566.74;101.08;10720;8/10/2021;6021;2021/08;143.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 4 mm";3210 x 2250;2156.73;209.38;10649;8/16/2021;1445;2021/08;137.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;1605 x 2550;1105.58;216.77;10649;8/16/2021;1003;2021/08;137.00;;;;;;;;;;;;
AU*;Spiegel klar 4 mm ECO;3210 x 2250;3852.36;418.76;11848;8/16/2021;1404;2021/08;137.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 5 mm";3210 x 2250;1992.72;166.06;11848;8/16/2021;62303;2021/08;137.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 6 mm";3210 x 2550;3842.68;278.46;11848;8/16/2021;1446;2021/08;137.00;;;;;;;;;;;;
AU*;Spiegel klar 4 mm;1605 x 2550;1649.28;196.32;10149;8/16/2021;1404;2021/08;137.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 6 mm";2550 x 3210;1740.46;139.23;10798;8/16/2021;1446;2021/08;137.00;;;;;;;;;;;;
AU*;Satinato G 4 mm;2250 x 3210;1718.36;202.16;10798;8/16/2021;62328;2021/08;137.00;;;;;;;;;;;;
AU*;Spiegel klar 4 mm;2250 x 3210;1862.7;216.6;10798;8/16/2021;1404;2021/08;137.00;;;;;;;;;;;;
AU*;VSG 6 mm;1605 x 2550;1159.08;106.34;10798;8/16/2021;6000;2021/08;137.00;;;;;;;;;;;;
AU*;Floatglas 2 mm mit Papier;1200 x 1605;391.05;86.85;10798;8/16/2021;1002;2021/08;137.00;;;;;;;;;;;;
AU*;VSG 8 mm (matte Folie);1605 x 2250;444.06;21.66;10798;8/16/2021;6057;2021/08;137.00;;;;;;;;;;;;
AU*;VSG 6 mm (matte Folie);1695 x 2250;214.89;11.43;10798;8/16/2021;6056;2021/08;137.00;;;;;;;;;;;;
AU*;VSG 6 mm (matte Folie);1515 x 2250;256.44;13.64;10798;8/16/2021;6056;2021/08;137.00;;;;;;;;;;;;
AU*;Optiwhite 8 mm;2550 x 3210;2068.8;98.28;12122;8/16/2021;1063;2021/08;137.00;;;;;;;;;;;;
AU*;Lacobel 6 mm 8715 Green Sage;2250 x 3210;2246.21;122.74;10290;8/18/2021;1006;2021/08;135.00;;;;;;;;;;;;
AU*;LOW-E 4 mm;2250 x 3210;1475.88;202.16;10290;8/18/2021;1900;2021/08;135.00;;;;;;;;;;;;
AU*;Floatglas 6 mm - Deckblatt -;2250 x 3210;35.02;7.22;10290;8/18/2021;1006;2021/08;135.00;;;;;;;;;;;;
AU*;VSG 6 mm;1200 x 2140;994.5;77.1;12100;8/18/2021;6000;2021/08;135.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 6 mm";2250 x 3210;1440.39;137.18;10126;8/18/2021;1446;2021/08;135.00;;;;;;;;;;;;
AU*;Robax 4mm;1100 x 1954;1032;8.6;10126;8/18/2021;1753;2021/08;135.00;;;;;;;;;;;;
AU*;Lacobel 6 mm 9003;2250 x 3210;2990.6;137.18;10720;8/18/2021;1006;2021/08;135.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 6 mm";2550 x 3210;1879.69;139.23;10720;8/18/2021;1446;2021/08;135.00;;;;;;;;;;;;
AU*;VSG 6 mm;2550 x 1605;1410.5;106.86;10834;8/18/2021;6000;2021/08;135.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 6 mm";2250 x 3210;5062.17;411.54;12481;8/20/2021;1446;2021/08;133.00;;;;;;;;;;;;
AU*;VSG 8 mm (0,76 mm Folie);3210 x 2550;11282.88;687.96;12147;8/24/2021;6021;2021/08;129.00;;;;;;;;;;;;
AU*;VSG 8 mm (matte Folie);3210 x 2250;7964.88;404.32;12147;8/24/2021;6057;2021/08;129.00;;;;;;;;;;;;
AU*;VSG 10 mm;3210 x 2250;2801.4;144.4;12147;8/24/2021;6004;2021/08;129.00;;;;;;;;;;;;
AU*;Lacobel 6 mm 9003;1605 x 2250;992.8;36.1;12021;8/25/2021;1006;2021/08;128.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;1605 x 2250;158.1;21.66;12021;8/25/2021;1004;2021/08;128.00;;;;;;;;;;;;
AU*;VSG 6 mm;1605 x 2250;323.1;18.05;12021;8/25/2021;6000;2021/08;128.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;3210 x 1800;1173.2;202.3;11104;8/25/2021;1004;2021/08;128.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;3210 x 2250;1182.72;202.16;11949;8/25/2021;1004;2021/08;128.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;1605 x 2250;993.44;202.72;11949;8/25/2021;1003;2021/08;128.00;;;;;;;;;;;;
AU*;Floatglas 6 mm;3210 x 2000;751.68;38.52;11949;8/25/2021;1006;2021/08;128.00;;;;;;;;;;;;
AU*;Floatglas 5 mm;3210 x 2000;316.71;19.26;11949;8/25/2021;1005;2021/08;128.00;;;;;;;;;;;;
AU*;Floatglas 8 mm;3210 x 2000;497.04;19.26;11949;8/25/2021;1008;2021/08;128.00;;;;;;;;;;;;
AU*;VSG 8 mm (0,76 mm Folie);3210 x 2000;864.9;19.26;11949;8/25/2021;6021;2021/08;128.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 6 mm";2250 x 3210;1220.94;137.18;10610;8/25/2021;1446;2021/08;128.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 6 mm";1605 x 2550;816.06;85.89;10610;8/25/2021;1446;2021/08;128.00;;;;;;;;;;;;
AU*;VSG 8 mm;2250 x 3210;779.76;57.76;10610;8/25/2021;6001;2021/08;128.00;;;;;;;;;;;;
AU*;VSG 6 mm;2250 x 3210;173.28;14.44;10610;8/25/2021;6000;2021/08;128.00;;;;;;;;;;;;
AU*;VSG 10 mm (0,76 mm Folie);2250 x 3210;288.8;14.44;10610;8/25/2021;6022;2021/08;128.00;;;;;;;;;;;;
AU*;PPG Clarvista Starphire 8 mm;3210 x 2250;2880.78;101.08;10794;8/30/2021;62427;2021/08;123.00;;;;;;;;;;;;
AU*;PPG Clarvista Starphire 8 mm;3210 x 2250;5350.02;187.72;10794;8/30/2021;62427;2021/08;123.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 3 mm";1605 x 2550;1987.72;254.82;10794;8/30/2021;1447;2021/08;123.00;;;;;;;;;;;;
AU*;Floatglas 2 mm;1600 x 800;281.5;64;10794;8/30/2021;1002;2021/08;123.00;;;;;;;;;;;;
AU*;Maschinenglas 3 mm;1800 x 2600;460.48;37.44;10525;8/30/2021;62461;2021/08;123.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;2250 x 3210;285.9;43.32;10525;8/30/2021;1003;2021/08;123.00;;;;;;;;;;;;
AU*;Floatglas 5 mm;2250 x 3210;328.5;36.1;10525;8/30/2021;1005;2021/08;123.00;;;;;;;;;;;;
AU*;Floatglas 6 mm;2250 x 3210;236.1;21.66;10525;8/30/2021;1006;2021/08;123.00;;;;;;;;;;;;
AU*;Spiegel klar 3 mm;2250 x 3210;151.62;14.44;10525;8/30/2021;1403;2021/08;123.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 6 mm";1605 x 2250;1175.46;79.42;11207;8/30/2021;1446;2021/08;123.00;;;;;;;;;;;;
AU*;VSG 6 mm;1000 x 2000;930;60;11514;8/30/2021;6000;2021/08;123.00;;;;;;;;;;;;
AU*;Maschinenglas 3 mm;1800 x 1900;1795.5;143.64;10730;8/30/2021;62461;2021/08;123.00;;;;;;;;;;;;
AU*;Maschinenglas 3 mm;700 x 1800;661.5;52.92;10730;8/30/2021;62461;2021/08;123.00;;;;;;;;;;;;
AU*;LOW-E 6 mm;2550 x 3210;1191.6;122.85;11914;8/30/2021;1902;2021/08;123.00;;;;;;;;;;;;
AU*;Floatglas 4 mm - Deckblatt -;2550 x 3210;40.54;8.19;11914;8/30/2021;1004;2021/08;123.00;;;;;;;;;;;;
AU*;K-Glas 4 mm;2250 x 3210;1971.2;202.16;11914;8/30/2021;1903;2021/08;123.00;;;;;;;;;;;;
AU*;Floatglas 8 mm;2550 x 3210;2064;196.56;10328;8/30/2021;1008;2021/08;123.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 5 mm";2550 x 3210;1488.96;147.42;10328;8/30/2021;62303;2021/08;123.00;;;;;;;;;;;;
AU*;Spiegel klar 4 mm;2250 x 3210;1917;216.6;10328;8/30/2021;1404;2021/08;123.00;;;;;;;;;;;;
AU*;Floatglas 8 mm;2250 x 3210;4690;404.32;10328;8/30/2021;1008;2021/08;123.00;;;;;;;;;;;;
AU*;Floatglas 8 mm;2550 x 3210;4560;393.12;10328;8/30/2021;1008;2021/08;123.00;;;;;;;;;;;;
AU*;Spiegel klar 4 mm;2250 x 3210;3834;433.2;10328;8/30/2021;1404;2021/08;123.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 6 mm";2550 x 3210;1893.46;139.23;10328;8/30/2021;1446;2021/08;123.00;;;;;;;;;;;;
AU*;AGC - Floatglas grau 10 mm;4500 x 3210;12138;202.3;12122;8/31/2021;1210;2021/08;122.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;1605 x 2550;642.36;217.83;10610;8/31/2021;1003;2021/08;122.00;;;;;;;;;;;;
