Typ;Produkt;"B x H[mm]";"Preis[Pos]";"Qm[ges.]";Kunden Nr.;Druck RG;Produkt-ID;Monat;Days;;;;;;;;;;;;12/31/2021
AU*;Drahtglas weiß 7 mm;2040 x 2500;178.5;10.2;10419;5/29/2020;4023;2020/05;581.00;;;;;;;;;;;;
AU*;Drahtornament 521 weiß 7 mm;2040 x 2520;120.79;5.14;10419;5/29/2020;4029;2020/05;581.00;;;;;;;;;;;;
AU*;VSG 6 mm;1000 x 2000;930;60;11514;5/29/2020;6000;2020/05;581.00;;;;;;;;;;;;
AU*;VSG 8 mm (0,76 mm Folie);2550 x 3210;990.99;90.09;11914;5/29/2020;6021;2020/05;581.00;;;;;;;;;;;;
AU*;K-Glas 4 mm;2250 x 3210;1779.12;202.16;11914;5/29/2020;1903;2020/05;581.00;;;;;;;;;;;;
AU*;VSG 6 mm;1000 x 2000;768;60;10291;5/29/2020;6000;2020/05;581.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 6 mm";1605 x 2550;243.35;20.45;10291;5/29/2020;1446;2020/05;581.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 3 mm";1605 x 2250;58.12;7.22;10291;5/29/2020;1447;2020/05;581.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 4 mm";1605 x 2550;185.05;20.45;10291;5/29/2020;1445;2020/05;581.00;;;;;;;;;;;;
AU*;VSG 6 mm;2250 x 3210;1527.12;129.96;10525;5/29/2020;6000;2020/05;581.00;;;;;;;;;;;;
AU*;Floatglas 8 mm;2250 x 3210;800.52;101.08;10945;6/8/2020;1008;2020/06;571.00;;;;;;;;;;;;
AU*;Floatglas 12 mm;2250 x 3210;926.01;64.98;10945;6/8/2020;1012;2020/06;571.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 6 mm";2250 x 3210;864.31;137.18;11104;6/8/2020;1446;2020/06;571.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;1200 x 1605;723.24;121.59;12446;6/8/2020;1003;2020/06;571.00;;;;;;;;;;;;
AU*;Satinato ultra clear 6 mm;2250 x 3210;285.92;14.44;11219;6/10/2020;62329;2020/06;569.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;1605 x 2550;650.31;216.77;10124;6/10/2020;1003;2020/06;569.00;;;;;;;;;;;;
AU*;Gartenglas 3 mm;610 x 2100;364.27;93.44;10124;6/10/2020;62503;2020/06;569.00;;;;;;;;;;;;
AU*;Ultra-clear 8mm;2550 x 3210;1267.8;98.28;10124;6/10/2020;62445;2020/06;569.00;;;;;;;;;;;;
AU*;Ultra Clear 10 mm;2550 x 3210;1216.26;73.71;10124;6/10/2020;62454;2020/06;569.00;;;;;;;;;;;;
AU*;VSG 4.4.2;3660 x 2440;1485.9;116.09;10124;6/10/2020;6021;2020/06;569.00;;;;;;;;;;;;
AU*;Satinato G 8 mm;2550 x 3210;1189.2;98.28;10124;6/10/2020;62330;2020/06;569.00;;;;;;;;;;;;
AU*;Satinato 8 mm;2500 x 3210;1165.95;120.45;10124;6/10/2020;62314;2020/06;569.00;;;;;;;;;;;;
AU*;VSG 10 mm (0,76 mm Folie);3210 x 2550;1149.84;73.71;10720;6/10/2020;6022;2020/06;569.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 6 mm";2250 x 3210;1097.44;137.18;10610;6/10/2020;1446;2020/06;569.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 6 mm bronze";2250 x 3210;99.64;7.22;10610;6/10/2020;1446;2020/06;569.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 6 mm grau";2250 x 3210;298.92;21.66;10610;6/10/2020;1446;2020/06;569.00;;;;;;;;;;;;
AU*;VSG 6 mm;2250 x 3210;158.84;14.44;10610;6/10/2020;6000;2020/06;569.00;;;;;;;;;;;;
AU*;Ultra-clear 8mm;2250 x 3210;103.25;7.22;10610;6/10/2020;62445;2020/06;569.00;;;;;;;;;;;;
AU*;Ultra Clear 10 mm;2250 x 3210;137.18;7.22;10610;6/10/2020;62454;2020/06;569.00;;;;;;;;;;;;
AU*;Floatglas 12 mm;2250 x 3210;132.13;7.22;10610;6/10/2020;1012;2020/06;569.00;;;;;;;;;;;;
AU*;Satinato G 4 mm;2250 x 3210;61.37;7.22;10610;6/10/2020;62328;2020/06;569.00;;;;;;;;;;;;
AU*;Satinato G 6 mm;2250 x 3210;83.03;7.22;10610;6/10/2020;62329;2020/06;569.00;;;;;;;;;;;;
AU*;Kathedral kleingehämmert weiß 4 mm;1650 x 2160;64.08;10.68;10610;6/10/2020;4054;2020/06;569.00;;;;;;;;;;;;
AU*;Floatglas 6 mm;2250 x 3210;974.7;129.96;10669;6/15/2020;1006;2020/06;564.00;;;;;;;;;;;;
AU*;Floatglas 8 mm;2250 x 3210;1010.8;101.08;10669;6/15/2020;1008;2020/06;564.00;;;;;;;;;;;;
AU*;Eisblumenglas weiß 4 mm;1524 x 2440;442.7;18.6;10126;6/17/2020;4101;2020/06;562.00;;;;;;;;;;;;
AU*;Satinato G 8 mm;3210 x 2250;210.82;14.44;10126;6/17/2020;62330;2020/06;562.00;;;;;;;;;;;;
AU*;Lacobel 6 mm soft-white 9010;3210 x 2250;179.78;7.22;10419;6/17/2020;62462;2020/06;562.00;;;;;;;;;;;;
AU*;VSG 8 mm (matte Folie);1605 x 2250;232.48;7.22;10419;6/17/2020;6057;2020/06;562.00;;;;;;;;;;;;
AU*;Mastercarre weiß 4 mm;1650 x 2000;65.34;3.3;10419;6/17/2020;4102;2020/06;562.00;;;;;;;;;;;;
AU*;Pelz weiß 4 mm;1650 x 2160;655.2;142.4;10938;6/22/2020;62264;2020/06;557.00;;;;;;;;;;;;
AU*;Mastercarre weiß 4 mm;1650 x 2000;1650;132;10938;6/22/2020;4102;2020/06;557.00;;;;;;;;;;;;
AU*;Chinchilla weiß 4 mm;1610 x 2130;1475;171.5;10938;6/22/2020;4015;2020/06;557.00;;;;;;;;;;;;
AU*;Altdeutsch K weiß 4 mm;1650 x 2160;623;35.6;10938;6/22/2020;4001;2020/06;557.00;;;;;;;;;;;;
AU*;Maschinenglas 3 mm;1300 x 1800;472.6;46.8;10730;6/22/2020;62501;2020/06;557.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 6 mm";1605 x 2550;552.2;40.9;10730;6/22/2020;1446;2020/06;557.00;;;;;;;;;;;;
AU*;Drahtglas weiß 7 mm;2040 x 2500;1257.15;86.7;10730;6/22/2020;4023;2020/06;557.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 4 mm";1605 x 2550;173.85;20.45;11145;6/22/2020;1445;2020/06;557.00;;;;;;;;;;;;
AU*;Floatglas 6 mm;1605 x 2550;398.8;40.9;11145;6/22/2020;1006;2020/06;557.00;;;;;;;;;;;;
AU*;Floatglas 5 mm;1605 x 2550;133.32;16.36;11145;6/22/2020;1005;2020/06;557.00;;;;;;;;;;;;
AU*;Kathedral kleingehämmert weiß 4 mm;1650 x 2160;302.6;35.6;11145;6/22/2020;4054;2020/06;557.00;;;;;;;;;;;;
AU*;Ornament 178 weiß 4 mm;1650 x 2160;60.52;7.12;11145;6/22/2020;4078;2020/06;557.00;;;;;;;;;;;;
AU*;Ornament 528 weiß 4 mm;1650 x 2160;151.3;17.8;11145;6/22/2020;4089;2020/06;557.00;;;;;;;;;;;;
AU*;Inspiration 2 mm;1200 x 1605;39.38;3.86;11077;6/22/2020;1002;2020/06;557.00;;;;;;;;;;;;
AU*;Eisblumenglas weiß 4 mm;1524 x 2440;78.86;3.72;11077;6/22/2020;4101;2020/06;557.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;1605 x 2550;324.9;61.35;11077;6/22/2020;1003;2020/06;557.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;1605 x 2250;834.12;151.62;11077;6/22/2020;1004;2020/06;557.00;;;;;;;;;;;;
AU*;Floatglas 6 mm;2250 x 3210;1416.6;129.96;11514;6/22/2020;1006;2020/06;557.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;1605 x 2250;1046.8;144.4;11514;6/22/2020;1004;2020/06;557.00;;;;;;;;;;;;
AU*;Floatglas 6 mm;2550 x 3210;707.68;131.04;10720;6/24/2020;1006;2020/06;555.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;1605 x 2250;682.5;151.62;11512;6/24/2020;1004;2020/06;555.00;;;;;;;;;;;;
AU*;Floatglas 2 mm mit Papierzwischenlage;800 x 1605;275;64;10936;6/24/2020;1002;2020/06;555.00;;;;;;;;;;;;
AU*;Floatglas 2 mm mit Papierzwischenlage;1000 x 1605;276.8;64.4;10936;6/24/2020;1002;2020/06;555.00;;;;;;;;;;;;
AU*;VSG 10 mm (0,76 mm Folie);3210 x 2250;733.52;57.76;10290;6/29/2020;6022;2020/06;550.00;;;;;;;;;;;;
AU*;Floatglas bronce 4 mm;3210 x 2250;252.7;36.1;10290;6/29/2020;1104;2020/06;550.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;3210 x 2250;545.72;202.16;10290;6/29/2020;1004;2020/06;550.00;;;;;;;;;;;;
AU*;VSG 10 mm (0,76 mm Folie);3210 x 2550;3449.52;221.13;10124;6/29/2020;6022;2020/06;550.00;;;;;;;;;;;;
AU*;VSG 10 mm (0,76 mm Folie);3660 x 2440;1463.66;98.23;10124;6/29/2020;6022;2020/06;550.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;2550 x 1605;834.4;163.6;10798;7/6/2020;1004;2020/07;543.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 6 mm";2550 x 3210;1322.77;139.23;10798;7/6/2020;1446;2020/07;543.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 4 mm";2250 x 3210;1570.35;209.38;10798;7/6/2020;1445;2020/07;543.00;;;;;;;;;;;;
AU*;Vision weiß 4 mm;1650 x 1600;470;105.6;10798;7/6/2020;62264;2020/07;543.00;;;;;;;;;;;;
AU*;Floatglas 10 mm;2250 x 3210;202.16;14.44;10798;7/6/2020;1010;2020/07;543.00;;;;;;;;;;;;
AU*;Spiegel 4 mm Weißglas;2250 x 3210;233.92;14.44;10798;7/6/2020;1419;2020/07;543.00;;;;;;;;;;;;
AU*;Lacobel 4 mm pure white 9003;2250 x 3210;1010.8;57.76;10798;7/6/2020;1004;2020/07;543.00;;;;;;;;;;;;
AU*;Satinato G 4 mm auf Weißglas;2250 x 3210;267.14;14.44;10798;7/6/2020;62328;2020/07;543.00;;;;;;;;;;;;
AU*;Spiegel bronce 4 mm;2250 x 3210;176.16;14.44;10798;7/6/2020;1414;2020/07;543.00;;;;;;;;;;;;
AU*;Altdeutsch K weiß 4 mm;2160 x 1650;186.9;10.68;10798;7/6/2020;4001;2020/07;543.00;;;;;;;;;;;;
AU*;Altdeutsch K bronze 4 mm;2160 x 1650;188.68;7.12;10798;7/6/2020;4002;2020/07;543.00;;;;;;;;;;;;
AU*;Floatglas 10 mm;3660 x 2250;4073.76;395.52;10124;7/6/2020;1010;2020/07;543.00;;;;;;;;;;;;
AU*;VSG 6 mm;2250 x 3210;246.72;21.66;10124;7/6/2020;6000;2020/07;543.00;;;;;;;;;;;;
AU*;Satinato G 4 mm;2250 x 3210;186.93;21.66;10124;7/6/2020;62328;2020/07;543.00;;;;;;;;;;;;
AU*;VSG Spiegel beidseitig 33.1;2250 x 3210;396.96;14.44;10124;7/6/2020;6011;2020/07;543.00;;;;;;;;;;;;
AU*;Ultra-clear 6 mm;2250 x 3210;398.55;36.1;10124;7/6/2020;62444;2020/07;543.00;;;;;;;;;;;;
AU*;Floatglas 8 mm;2250 x 3210;646.94;101.08;10126;7/7/2020;1008;2020/07;542.00;;;;;;;;;;;;
AU*;Ultra-clear 6 mm;2550 x 3210;1336.54;139.23;10124;7/7/2020;62444;2020/07;542.00;;;;;;;;;;;;
AU*;Satinato G 8 mm;2550 x 3210;2535.6;196.56;10124;7/7/2020;62330;2020/07;542.00;;;;;;;;;;;;
AU*;VSG Spiegel beidseitig 33.1;2250 x 3210;2760.96;115.52;10124;7/7/2020;6011;2020/07;542.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;2250 x 3210;704;180.5;10792;7/13/2020;1004;2020/07;536.00;;;;;;;;;;;;
AU*;Ornament 521 weiß 4 mm;1650 x 2160;77.97;10.68;10792;7/13/2020;4086;2020/07;536.00;;;;;;;;;;;;
AU*;VSG 6 mm;2250 x 3210;1442.28;122.74;10525;7/15/2020;6000;2020/07;534.00;;;;;;;;;;;;
AU*;Drahtglas weiß 7 mm;2040 x 3300;1302.3;121.14;10649;7/15/2020;4023;2020/07;534.00;;;;;;;;;;;;
AU*;Floatglas 2 mm mit Papier;600 x 1605;302.4;67.2;12209;7/15/2020;1002;2020/07;534.00;;;;;;;;;;;;
AU*;Optiwhite 6 mm;3210 x 2250;4106.88;259.92;12122;7/15/2020;1062;2020/07;534.00;;;;;;;;;;;;
AU*;VSG 6 mm;1605 x 2550;768.96;65.44;10525;7/15/2020;6000;2020/07;534.00;;;;;;;;;;;;
AU*;VSG 6 mm;2250 x 3210;1773.9;129.96;10649;7/15/2020;6000;2020/07;534.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;2250 x 3300;1217.16;208.04;10649;7/15/2020;1004;2020/07;534.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 4 mm";2250 x 3210;1104.6;108.3;11058;7/15/2020;1445;2020/07;534.00;;;;;;;;;;;;
AU*;Floatglas 10 mm;2250 x 3210;111.91;7.22;11058;7/15/2020;1010;2020/07;534.00;;;;;;;;;;;;
AU*;Floatglas 5 mm;2250 x 3210;128.52;14.44;11058;7/15/2020;1005;2020/07;534.00;;;;;;;;;;;;
AU*;VSG 6 mm (0,76 mm Folie);2250 x 3210;267.14;14.44;11058;7/15/2020;6020;2020/07;534.00;;;;;;;;;;;;
AU*;Ornament 178 weiß 4 mm;1650 x 2160;53.4;7.12;11058;7/15/2020;4078;2020/07;534.00;;;;;;;;;;;;
AU*;Delta weiß 4 mm;1610 x 2130;52.48;3.43;11058;7/15/2020;4021;2020/07;534.00;;;;;;;;;;;;
AU*;Barock weiß 4 mm;1650 x 2160;72.98;3.56;11058;7/15/2020;4120;2020/07;534.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;600 x 1605;472.08;80.64;11514;7/15/2020;1003;2020/07;534.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;800 x 1605;629.16;107.52;11514;7/15/2020;1003;2020/07;534.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;1605 x 2550;460.08;73.62;10291;7/15/2020;1004;2020/07;534.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;1605 x 2250;248.16;39.71;10291;7/15/2020;1004;2020/07;534.00;;;;;;;;;;;;
AU*;Floatglas 8 mm;2250 x 3210;800.52;101.08;10945;7/16/2020;1008;2020/07;533.00;;;;;;;;;;;;
AU*;Floatglas 10 mm;2250 x 3210;878.52;86.64;10945;7/16/2020;1010;2020/07;533.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;2250 x 3210;1172.64;202.16;12478;7/16/2020;1004;2020/07;533.00;;;;;;;;;;;;
AU*;Ornament 528 weiß 4 mm;1650 x 2160;49.84;7.12;11055;7/16/2020;4089;2020/07;533.00;;;;;;;;;;;;
AU*;Listral weiß 4 mm;1650 x 2160;55.18;3.56;11055;7/16/2020;4064;2020/07;533.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;1605 x 2550;37.18;8.26;11055;7/16/2020;1003;2020/07;533.00;;;;;;;;;;;;
AU*;Ultra-clear 6 mm;2250 x 3210;108.66;7.22;11055;7/16/2020;62444;2020/07;533.00;;;;;;;;;;;;
AU*;PPG Clarvista Starphire 8 mm;3210 x 2250;8648.22;303.24;10794;7/16/2020;62427;2020/07;533.00;;;;;;;;;;;;
AU*;PPG Clarvista Starphire 10 mm;3300 x 2440;3477.6;72.45;10794;7/16/2020;62424;2020/07;533.00;;;;;;;;;;;;
AU*;Satinato G 8 mm;3210 x 2250;125.19;7.22;10945;7/16/2020;62330;2020/07;533.00;;;;;;;;;;;;
AU*;Ultra-clear 6 mm;3210 x 2250;1303.21;137.18;11219;7/20/2020;62444;2020/07;529.00;;;;;;;;;;;;
AU*;Floatglas 10 mm;3210 x 2250;97.47;7.22;11219;7/20/2020;1010;2020/07;529.00;;;;;;;;;;;;
AU*;Floatglas 8 mm;3210 x 2250;236.8;28.88;11219;7/20/2020;1008;2020/07;529.00;;;;;;;;;;;;
AU*;Floatglas 6 mm;3210 x 2250;133.2;21.66;11219;7/20/2020;1006;2020/07;529.00;;;;;;;;;;;;
AU*;Floatglas 5 mm;3210 x 2250;146.22;21.66;11219;7/20/2020;1005;2020/07;529.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;3210 x 2250;88.8;21.66;11219;7/20/2020;1004;2020/07;529.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 6 mm";3210 x 2250;207.93;21.66;11219;7/20/2020;1446;2020/07;529.00;;;;;;;;;;;;
AU*;Eisblumenglas weiß 4 mm;1524 x 2440;71.8;3.72;11219;7/20/2020;4101;2020/07;529.00;;;;;;;;;;;;
AU*;Kathedral kleingehämmert weiß 4 mm;2160 x 1650;37.02;7.12;11219;7/20/2020;4054;2020/07;529.00;;;;;;;;;;;;
AU*;VSG 8 mm matte Folie;2550 x 3210;1493.88;98.28;10720;7/20/2020;6001;2020/07;529.00;;;;;;;;;;;;
AU*;Gartenglas 3 mm;610 x 2100;728.54;186.88;10124;7/20/2020;62503;2020/07;529.00;;;;;;;;;;;;
AU*;VSG 8 mm (0,76 mm Folie);3210 x 2550;1287.48;98.28;10720;7/20/2020;6021;2020/07;529.00;;;;;;;;;;;;
AU*;VSG 10,76 mm matte Folie;3210 x 2550;2977.92;147.42;10124;7/20/2020;62417;2020/07;529.00;;;;;;;;;;;;
AU*;VSG 10,76 mm matte Folie;3210 x 2550;1323.52;65.52;10124;7/20/2020;62417;2020/07;529.00;;;;;;;;;;;;
AU*;VSG 8 mm (0,76 mm Folie);3660 x 2440;3111.16;232.18;10124;7/20/2020;6021;2020/07;529.00;;;;;;;;;;;;
AU*;VSG 6 mm;3210 x 2550;1179.36;131.04;10124;7/20/2020;6000;2020/07;529.00;;;;;;;;;;;;
AU*;Lacobel 6 mm pure-white 9003;3210 x 2250;353.78;14.44;10419;7/27/2020;62463;2020/07;522.00;;;;;;;;;;;;
AU*;VSG 8 mm (matte Folie);3210 x 2250;365.34;14.44;10419;7/27/2020;6057;2020/07;522.00;;;;;;;;;;;;
AU*;VSG 6 mm;3210 x 2250;101.08;7.22;10419;7/27/2020;6000;2020/07;522.00;;;;;;;;;;;;
AU*;Drahtglas weiß 7 mm;2040 x 3300;117.78;6.73;10419;7/27/2020;4023;2020/07;522.00;;;;;;;;;;;;
AU*;VSG 8 mm (0,76 mm Folie);755 x 3365;111.5;2.64;10419;7/27/2020;6021;2020/07;522.00;;;;;;;;;;;;
AU*;Floatglas 8 mm;3610 x 1942;333.75;7.08;10419;7/27/2020;1008;2020/07;522.00;;;;;;;;;;;;
AU*;Ornament 523 gelb 4 mm;1650 x 2160;421.86;10.68;10761;7/29/2020;4088;2020/07;520.00;;;;;;;;;;;;
AU*;Drahtglas weiß 7 mm;1650 x 2040;91;6.74;10761;7/29/2020;4023;2020/07;520.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 3 mm";1650 x 2250;145.44;14.84;10761;7/29/2020;1447;2020/07;520.00;;;;;;;;;;;;
AU*;Barock weiß 4 mm;1650 x 2160;259.16;14.24;10761;7/29/2020;4120;2020/07;520.00;;;;;;;;;;;;
AU*;Bamboo weiß 5 mm;1650 x 2160;129.58;7.12;10761;7/29/2020;4013;2020/07;520.00;;;;;;;;;;;;
AU*;Floatglas 6 mm;1605 x 2250;285.92;28.88;10761;7/29/2020;1006;2020/07;520.00;;;;;;;;;;;;
AU*;Floatglas 5 mm;1650 x 2250;121.68;14.84;10761;7/29/2020;1005;2020/07;520.00;;;;;;;;;;;;
AU*;Robax 4mm;1100 x 1954;271.55;2.15;10761;7/29/2020;1753;2020/07;520.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;900 x 1605;665.28;120.96;10949;7/29/2020;1003;2020/07;520.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;1605 x 2550;1030.8;163.6;10730;7/29/2020;1004;2020/07;520.00;;;;;;;;;;;;
AU*;VSG 6 mm;1000 x 2000;690;60;10730;7/29/2020;6000;2020/07;520.00;;;;;;;;;;;;
AU*;VSG 6 mm;3210 x 2250;1624.5;129.96;11304;7/29/2020;6000;2020/07;520.00;;;;;;;;;;;;
AU*;VSG 6 mm;1000 x 2000;690;60;11555;7/29/2020;6000;2020/07;520.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;3210 x 2250;747.88;202.16;11914;7/29/2020;1004;2020/07;520.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;1200 x 3210;834.6;200.2;11938;7/30/2020;1004;2020/07;519.00;;;;;;;;;;;;
AU*;Ultra Clear 4 mm;3210 x 2250;376.86;43.32;11219;7/30/2020;62453;2020/07;519.00;;;;;;;;;;;;
AU*;Satinato G 6 mm;3210 x 2250;161.72;14.44;11219;7/30/2020;62329;2020/07;519.00;;;;;;;;;;;;
AU*;VSG 6 mm;3210 x 2250;93.14;7.22;11219;7/30/2020;6000;2020/07;519.00;;;;;;;;;;;;
AU*;VSG 8 mm;3210 x 2250;98.77;7.22;11219;7/30/2020;6001;2020/07;519.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;2250 x 1605;90.96;21.66;11219;7/30/2020;1003;2020/07;519.00;;;;;;;;;;;;
AU*;PPG Clarvista Starphire 8 mm;2250 x 3210;2931.32;101.08;10124;7/30/2020;62427;2020/07;519.00;;;;;;;;;;;;
AU*;Ultra Clear 4 mm;2550 x 3210;1290;204.75;10124;7/30/2020;62453;2020/07;519.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;1605 x 2550;564.4;163.6;10124;7/30/2020;1004;2020/07;519.00;;;;;;;;;;;;
AU*;VSG 10 mm (0,76 mm Folie), matte Folie;3210 x 2250;1604.24;79.42;10124;7/30/2020;6022;2020/07;519.00;;;;;;;;;;;;
AU*;Ultra-clear 8mm;2550 x 3210;1267.8;98.28;10124;7/30/2020;62445;2020/07;519.00;;;;;;;;;;;;
AU*;LOW-E 4 mm;2250 x 3210;818.64;194.94;10290;7/30/2020;1900;2020/07;519.00;;;;;;;;;;;;
AU*;Floatglas 4 mm - Deckblatt -;2250 x 3210;19.49;7.22;10290;7/30/2020;1004;2020/07;519.00;;;;;;;;;;;;
AU*;VSG 6 mm;1200 x 2140;917.4;77.1;12100;7/30/2020;6000;2020/07;519.00;;;;;;;;;;;;
AU*;Floatglas 2 mm mit Papier;1200 x 1605;320.95;67.55;12100;7/30/2020;1002;2020/07;519.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;1200 x 1605;519.12;162.12;10151;7/30/2020;1003;2020/07;519.00;;;;;;;;;;;;
AU*;VSG 6 mm;1605 x 2550;1426.56;130.88;10798;8/7/2020;6000;2020/08;511.00;;;;;;;;;;;;
AU*;Satinato G 4 mm;3210 x 2250;1556.52;202.16;10798;8/7/2020;62328;2020/08;511.00;;;;;;;;;;;;
AU*;Ornament 528 weiß 4 mm;1650 x 2160;108.96;21.36;10798;8/7/2020;4089;2020/08;511.00;;;;;;;;;;;;
AU*;Ornament 523 weiß 4 mm;1650 x 2160;106.8;21.36;10798;8/7/2020;4087;2020/08;511.00;;;;;;;;;;;;
AU*;Kathedral kleingehämmert weiß 4 mm;1650 x 2160;108.96;21.36;10798;8/7/2020;4054;2020/08;511.00;;;;;;;;;;;;
AU*;Ornament 178 weiß 4 mm;1650 x 1600;245.55;39.6;10798;8/7/2020;4078;2020/08;511.00;;;;;;;;;;;;
AU*;Mastercarre weiß 4 mm;1650 x 2000;300.3;16.5;10798;8/7/2020;4102;2020/08;511.00;;;;;;;;;;;;
AU*;Barock weiß 4 mm;1650 x 2160;267;17.8;10798;8/7/2020;4120;2020/08;511.00;;;;;;;;;;;;
AU*;Madras Uadi 4 mm;1605 x 2250;350.18;7.22;10798;8/7/2020;1032;2020/08;511.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;3210 x 1300;880.8;200.16;10205;8/10/2020;1004;2020/08;508.00;;;;;;;;;;;;
AU*;Kathedral kleingehämmert weiß 4 mm;2160 x 1650;676.4;142.4;10205;8/10/2020;4054;2020/08;508.00;;;;;;;;;;;;
AU*;Drahtglas weiß 7 mm;3600 x 2040;231.94;14.68;10205;8/10/2020;4023;2020/08;508.00;;;;;;;;;;;;
AU*;Robax 4mm;1100 x 1954;528;4.4;10126;8/12/2020;1753;2020/08;506.00;;;;;;;;;;;;
AU*;Floatglas 8 mm;2250 x 3300;899.78;104.02;12307;8/12/2020;1008;2020/08;506.00;;;;;;;;;;;;
AU*;Floatglas 10 mm;2250 x 3300;754.1;74.3;12307;8/12/2020;1010;2020/08;506.00;;;;;;;;;;;;
AU*;Floatglas 15 mm;2250 x 3210;888.08;28.88;12307;8/12/2020;1015;2020/08;506.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 6 mm";1605 x 2550;59.71;4.09;12307;8/12/2020;1446;2020/08;506.00;;;;;;;;;;;;
AU*;Floatglas 6 mm;1605 x 2250;624.6;72.2;10293;8/12/2020;1006;2020/08;506.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;1605 x 2250;879.48;151.62;10293;8/12/2020;1004;2020/08;506.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;600 x 1605;472.08;80.64;11514;8/12/2020;1003;2020/08;506.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;1605 x 2550;1186;163.6;11514;8/12/2020;1004;2020/08;506.00;;;;;;;;;;;;
AU*;Maschinenglas 3 mm;2600 x 1800;157.26;14.04;10524;8/12/2020;1003;2020/08;506.00;;;;;;;;;;;;
AU*;VSG 6 mm;1605 x 2550;318.12;24.66;10524;8/12/2020;6001;2020/08;506.00;;;;;;;;;;;;
AU*;VSG 8,76 mm;1605 x 2550;424.14;24.66;10524;8/12/2020;6001;2020/08;506.00;;;;;;;;;;;;
AU*;Satinato 6 mm;3210 x 2250;267.14;14.44;10524;8/12/2020;62313;2020/08;506.00;;;;;;;;;;;;
AU*;Satinato 4 mm;3210 x 2250;200.72;14.44;10524;8/12/2020;62312;2020/08;506.00;;;;;;;;;;;;
AU*;Floatglas 8 mm;3210 x 2250;138.62;14.44;10524;8/12/2020;1008;2020/08;506.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;3210 x 1300;380.4;100.08;10205;8/12/2020;1003;2020/08;506.00;;;;;;;;;;;;
AU*;Pelz weiß 4 mm;1650 x 2160;213.6;35.6;10124;8/12/2020;62264;2020/08;506.00;;;;;;;;;;;;
AU*;VSG 10,76 mm matte Folie;2550 x 3210;4577.31;221.13;10124;8/18/2020;62417;2020/08;500.00;;;;;;;;;;;;
AU*;Satinato G 8 mm;2550 x 3210;2378.4;196.56;10124;8/18/2020;62330;2020/08;500.00;;;;;;;;;;;;
AU*;VSG 6 mm;2550 x 3210;1179.36;131.04;10124;8/18/2020;6000;2020/08;500.00;;;;;;;;;;;;
AU*;VSG 8 mm;2550 x 3210;2162.16;196.56;10124;8/18/2020;6001;2020/08;500.00;;;;;;;;;;;;
AU*;VSG 10 mm;2550 x 3210;864.88;65.52;10124;8/18/2020;6004;2020/08;500.00;;;;;;;;;;;;
AU*;VSG 10 mm;2250 x 3210;1048.3;79.42;10124;8/18/2020;6004;2020/08;500.00;;;;;;;;;;;;
